Tid,Refund,Marital Status,Taxable Income,Cheat
2497,Yes,Married,220k,No
2498,No,Married,155k,Yes
2499,Yes,Single,79k,No
2500,Yes,Single,52k,No
2501,No,Married,116k,No
2502,No,Divorced,57k,No
2503,No,Single,239k,No
2504,No,Married,90k,No
2505,No,Married,203k,Yes
2506,No,Single,149k,No
2507,No,Divorced,75k,No
2508,Yes,Married,183k,No
2509,No,Married,176k,No
2510,No,Divorced,111k,Yes
2511,Yes,Divorced,95k,No
2512,No,Divorced,96k,No
2513,Yes,Married,162k,Yes
2514,No,Single,163k,No
2515,Yes,Married,226k,No
2516,Yes,Married,108k,No
2517,Yes,Single,247k,No
2518,Yes,Divorced,119k,No
2519,No,Married,111k,No
2520,No,Single,155k,No
2521,Yes,Married,97k,No
2522,No,Divorced,67k,Yes
2523,No,Divorced,148k,Yes
2524,No,Married,238k,No
2525,No,Single,197k,No
2526,No,Divorced,114k,Yes
2527,No,Single,184k,Yes
2528,No,Married,81k,Yes
2529,Yes,Married,191k,No
2530,No,Divorced,137k,No
2531,No,Married,107k,No
2532,No,Married,124k,No
2533,No,Divorced,82k,Yes
2534,No,Single,140k,No
2535,No,Single,71k,Yes
2536,No,Single,112k,No
2537,No,Single,178k,Yes
2538,No,Single,93k,Yes
2539,No,Single,80k,Yes
2540,No,Single,79k,Yes
2541,No,Married,157k,Yes
2542,Yes,Single,108k,No
2543,No,Divorced,79k,Yes
2544,Yes,Single,138k,No
2545,No,Single,118k,No
2546,No,Single,179k,Yes
2547,Yes,Single,88k,Yes
2548,No,Single,182k,Yes
2549,No,Single,116k,No
2550,No,Married,201k,No
2551,No,Single,65k,Yes
2552,Yes,Divorced,217k,No
2553,No,Married,244k,No
2554,No,Single,208k,Yes
2555,No,Divorced,236k,No
2556,No,Single,172k,Yes
2557,Yes,Married,208k,No
2558,No,Single,198k,No
2559,Yes,Single,84k,No
2560,Yes,Married,218k,No
2561,Yes,Married,81k,Yes
2562,No,Divorced,110k,No
2563,Yes,Divorced,156k,No
2564,Yes,Divorced,175k,No
2565,Yes,Divorced,227k,No
2566,Yes,Single,203k,No
2567,No,Single,246k,Yes
2568,No,Single,178k,Yes
2569,No,Married,53k,No
2570,No,Married,97k,No
2571,Yes,Single,54k,Yes
2572,No,Married,86k,No
2573,No,Single,205k,No
2574,Yes,Married,176k,No
2575,No,Single,180k,Yes
2576,Yes,Single,236k,No
2577,No,Single,201k,No
2578,No,Single,218k,No
2579,Yes,Married,59k,No
2580,No,Married,128k,No
2581,Yes,Single,88k,Yes
2582,No,Divorced,108k,Yes
2583,Yes,Married,147k,No
2584,Yes,Divorced,162k,No
2585,No,Divorced,73k,Yes
2586,Yes,Single,215k,No
2587,No,Single,193k,No
2588,No,Single,155k,Yes
2589,No,Single,246k,No
2590,Yes,Single,53k,No
2591,No,Single,208k,Yes
2592,Yes,Married,194k,No
2593,No,Single,218k,No
2594,No,Single,164k,No
2595,No,Divorced,141k,Yes
2596,No,Divorced,76k,Yes
2597,No,Divorced,108k,Yes
2598,Yes,Married,117k,No
2599,Yes,Divorced,149k,No
2600,No,Married,112k,No
2601,No,Married,237k,No
2602,No,Single,105k,Yes
2603,No,Married,225k,No
2604,Yes,Divorced,146k,No
2605,No,Single,57k,Yes
2606,Yes,Divorced,182k,No
2607,No,Married,149k,No
2608,No,Married,243k,No
2609,No,Single,166k,No
2610,No,Single,108k,No
2611,Yes,Married,129k,No
2612,No,Single,175k,Yes
2613,No,Married,108k,No
2614,No,Single,230k,No
2615,No,Married,119k,Yes
2616,No,Single,173k,No
2617,No,Married,154k,Yes
2618,No,Married,241k,No
2619,Yes,Single,222k,No
2620,No,Divorced,217k,Yes
2621,No,Married,109k,No
2622,No,Married,50k,No
2623,No,Married,59k,Yes
2624,No,Divorced,128k,Yes
2625,No,Married,202k,Yes
2626,No,Married,56k,No
2627,No,Married,219k,No
2628,No,Married,217k,No
2629,No,Single,237k,No
2630,No,Single,87k,Yes
2631,No,Married,222k,No
2632,No,Single,154k,No
2633,No,Married,54k,Yes
2634,No,Single,210k,Yes
2635,Yes,Divorced,209k,No
2636,No,Single,68k,Yes
2637,No,Divorced,227k,No
2638,No,Married,199k,No
2639,No,Single,169k,No
2640,Yes,Married,215k,No
2641,No,Single,227k,Yes
2642,Yes,Single,234k,No
2643,No,Married,214k,No
2644,No,Divorced,247k,Yes
2645,No,Single,137k,No
2646,No,Single,72k,No
2647,Yes,Married,161k,No
2648,Yes,Married,140k,Yes
2649,Yes,Single,133k,No
2650,No,Married,133k,No
2651,Yes,Divorced,170k,No
2652,Yes,Single,81k,No
2653,No,Divorced,197k,Yes
2654,Yes,Single,202k,No
2655,Yes,Married,76k,No
2656,Yes,Single,167k,Yes
2657,No,Single,226k,No
2658,No,Single,118k,Yes
2659,Yes,Married,124k,No
2660,No,Single,86k,Yes
2661,No,Single,157k,Yes
2662,Yes,Single,187k,Yes
2663,No,Single,231k,Yes
2664,No,Single,197k,No
2665,No,Single,61k,Yes
2666,Yes,Single,80k,No
2667,No,Single,196k,No
2668,No,Single,176k,No
2669,Yes,Married,127k,No
2670,No,Married,212k,Yes
2671,No,Single,67k,Yes
2672,No,Married,205k,Yes
2673,No,Single,241k,Yes
2674,No,Married,121k,No
2675,No,Single,218k,No
2676,No,Married,211k,Yes
2677,No,Single,121k,No
2678,No,Single,144k,Yes
2679,No,Married,81k,No
2680,No,Divorced,177k,No
2681,No,Single,83k,Yes
2682,No,Single,216k,Yes
2683,Yes,Married,154k,Yes
2684,Yes,Single,225k,No
2685,No,Single,215k,No
2686,Yes,Divorced,243k,Yes
2687,No,Married,191k,No
2688,No,Single,129k,Yes
2689,Yes,Married,153k,No
2690,No,Single,108k,No
2691,No,Divorced,229k,No
2692,No,Married,246k,Yes
2693,No,Divorced,213k,No
2694,No,Single,178k,No
2695,No,Married,74k,Yes
2696,No,Divorced,226k,Yes
2697,No,Divorced,52k,Yes
2698,No,Single,217k,No
2699,No,Married,168k,Yes
2700,No,Married,220k,No
2701,No,Single,110k,No
2702,Yes,Married,88k,Yes
2703,Yes,Married,138k,No
2704,No,Single,203k,No
2705,No,Married,169k,Yes
2706,No,Divorced,177k,Yes
2707,Yes,Single,229k,Yes
2708,No,Single,106k,No
2709,No,Divorced,249k,Yes
2710,No,Single,162k,Yes
2711,No,Single,232k,Yes
2712,No,Single,125k,No
2713,No,Single,130k,Yes
2714,Yes,Married,207k,No
2715,No,Divorced,103k,Yes
2716,Yes,Divorced,123k,Yes
2717,No,Single,146k,No
2718,Yes,Married,104k,No
2719,No,Single,129k,No
2720,Yes,Single,149k,No
2721,Yes,Single,122k,No
2722,No,Single,78k,Yes
2723,No,Single,140k,No
2724,No,Married,219k,No
2725,No,Single,227k,No
2726,No,Divorced,174k,Yes
2727,No,Single,100k,No
2728,Yes,Single,84k,No
2729,No,Divorced,50k,Yes
2730,No,Single,171k,No
2731,Yes,Married,97k,No
2732,No,Married,198k,Yes
2733,No,Divorced,185k,Yes
2734,Yes,Married,98k,No
2735,No,Divorced,187k,Yes
2736,Yes,Married,166k,No
2737,No,Single,175k,No
2738,No,Single,54k,Yes
2739,No,Single,98k,Yes
2740,No,Single,54k,Yes
2741,No,Single,230k,Yes
2742,Yes,Single,182k,No
2743,No,Married,180k,No
2744,No,Divorced,91k,Yes
2745,No,Single,169k,No
2746,No,Divorced,128k,Yes
2747,Yes,Married,234k,No
2748,No,Married,213k,Yes
2749,No,Married,54k,No
2750,Yes,Single,108k,Yes
2751,No,Divorced,136k,Yes
2752,No,Single,214k,No
2753,Yes,Divorced,136k,No
2754,No,Married,238k,No
2755,Yes,Married,120k,Yes
2756,No,Married,129k,No
2757,Yes,Single,94k,No
2758,No,Married,93k,No
2759,No,Single,72k,Yes
2760,No,Single,127k,No
2761,Yes,Married,97k,No
2762,Yes,Married,94k,No
2763,Yes,Married,145k,No
2764,Yes,Married,97k,No
2765,Yes,Single,201k,No
2766,Yes,Divorced,211k,No
2767,No,Single,101k,Yes
2768,No,Single,243k,No
2769,No,Single,229k,No
2770,No,Single,129k,No
2771,No,Married,92k,No
2772,Yes,Single,200k,No
2773,No,Single,108k,No
2774,No,Single,239k,No
2775,Yes,Single,156k,No
2776,No,Married,235k,No
2777,No,Single,233k,No
2778,No,Married,163k,Yes
2779,No,Married,176k,No
2780,No,Married,208k,No
2781,Yes,Single,233k,No
2782,No,Married,195k,No
2783,Yes,Divorced,100k,Yes
2784,No,Divorced,206k,Yes
2785,No,Single,99k,Yes
2786,No,Married,180k,Yes
2787,No,Single,198k,Yes
2788,No,Married,247k,Yes
2789,No,Single,167k,No
2790,Yes,Single,135k,Yes
2791,No,Married,191k,No
2792,No,Single,198k,No
2793,No,Married,71k,Yes
2794,No,Married,110k,No
2795,Yes,Single,145k,No
2796,Yes,Divorced,137k,No
2797,Yes,Married,190k,No
2798,No,Divorced,190k,No
2799,No,Single,94k,Yes
2800,Yes,Married,84k,No
2801,Yes,Married,211k,No
2802,No,Married,90k,No
2803,No,Single,229k,No
2804,No,Married,165k,No
2805,No,Married,224k,No
2806,No,Married,242k,No
2807,No,Married,170k,Yes
2808,No,Divorced,99k,No
2809,No,Divorced,57k,Yes
2810,No,Married,155k,No
2811,Yes,Married,73k,Yes
2812,Yes,Married,110k,Yes
2813,No,Married,118k,Yes
2814,No,Single,228k,No
2815,No,Divorced,245k,Yes
2816,No,Single,86k,Yes
2817,Yes,Single,154k,No
2818,No,Divorced,151k,No
2819,No,Divorced,85k,Yes
2820,No,Married,75k,Yes
2821,Yes,Single,106k,No
2822,No,Married,57k,No
2823,No,Married,192k,No
2824,Yes,Single,234k,No
2825,No,Married,104k,Yes
2826,No,Single,56k,Yes
2827,Yes,Married,224k,No
2828,No,Single,185k,No
2829,Yes,Single,206k,Yes
2830,No,Married,85k,No
2831,No,Divorced,182k,Yes
2832,No,Married,226k,No
2833,No,Divorced,100k,No
2834,No,Single,217k,No
2835,Yes,Single,106k,No
2836,Yes,Single,178k,No
2837,No,Single,226k,Yes
2838,No,Single,160k,No
2839,No,Single,233k,No
2840,Yes,Single,159k,No
2841,No,Single,246k,No
2842,Yes,Single,109k,No
2843,Yes,Single,175k,No
2844,Yes,Married,52k,No
2845,No,Married,200k,No
2846,No,Married,141k,No
2847,No,Single,184k,Yes
2848,No,Divorced,94k,Yes
2849,Yes,Married,152k,No
2850,No,Married,222k,No
2851,No,Married,127k,No
2852,Yes,Single,137k,No
2853,No,Divorced,155k,Yes
2854,Yes,Married,76k,Yes
2855,Yes,Divorced,132k,No
2856,No,Divorced,77k,No
2857,No,Married,215k,Yes
2858,Yes,Single,85k,No
2859,Yes,Single,188k,No
2860,Yes,Single,177k,No
2861,No,Married,249k,No
2862,No,Single,239k,No
2863,No,Married,142k,No
2864,Yes,Married,218k,Yes
2865,Yes,Divorced,92k,Yes
2866,No,Single,161k,Yes
2867,No,Married,80k,No
2868,No,Single,78k,Yes
2869,Yes,Single,80k,Yes
2870,Yes,Single,222k,Yes
2871,No,Divorced,53k,Yes
2872,No,Married,113k,No
2873,No,Divorced,91k,No
2874,No,Divorced,245k,No
2875,No,Married,102k,Yes
2876,No,Married,150k,Yes
2877,No,Single,179k,No
2878,No,Married,137k,Yes
2879,No,Single,203k,Yes
2880,Yes,Single,165k,No
2881,Yes,Divorced,248k,No
2882,No,Single,237k,No
2883,Yes,Married,85k,Yes
2884,No,Single,128k,Yes
2885,Yes,Married,171k,No
2886,No,Married,69k,No
2887,No,Single,247k,Yes
2888,No,Single,223k,No
2889,No,Married,190k,Yes
2890,No,Single,179k,No
2891,No,Single,76k,Yes
2892,No,Married,228k,No
2893,No,Married,212k,Yes
2894,No,Divorced,180k,Yes
2895,No,Single,202k,No
2896,No,Married,152k,Yes
2897,No,Single,217k,Yes
2898,Yes,Single,116k,No
2899,Yes,Single,211k,No
2900,No,Married,198k,Yes
2901,Yes,Married,108k,No
2902,Yes,Married,134k,No
2903,No,Divorced,131k,Yes
2904,No,Married,66k,No
2905,No,Married,68k,Yes
2906,Yes,Divorced,105k,No
2907,No,Married,189k,No
2908,No,Divorced,150k,Yes
2909,No,Married,206k,No
2910,Yes,Married,239k,No
2911,No,Divorced,135k,Yes
2912,No,Married,192k,Yes
2913,No,Married,136k,Yes
2914,Yes,Divorced,133k,No
2915,Yes,Married,225k,No
2916,No,Married,241k,No
2917,No,Married,61k,No
2918,No,Married,244k,No
2919,Yes,Divorced,96k,No
2920,No,Single,226k,No
2921,No,Single,159k,No
2922,No,Married,79k,Yes
2923,Yes,Single,227k,No
2924,No,Single,202k,Yes
2925,No,Married,80k,No
2926,No,Single,89k,No
2927,No,Single,180k,No
2928,No,Divorced,101k,No
2929,No,Divorced,117k,No
2930,No,Married,61k,Yes
2931,Yes,Single,169k,No
2932,Yes,Married,143k,No
2933,No,Single,174k,No
2934,Yes,Single,234k,No
2935,No,Divorced,92k,Yes
2936,Yes,Single,148k,No
2937,No,Divorced,172k,No
2938,Yes,Single,217k,Yes
2939,No,Single,57k,No
2940,Yes,Divorced,171k,No
2941,No,Single,102k,No
2942,Yes,Married,190k,No
2943,No,Married,174k,Yes
2944,Yes,Divorced,124k,No
2945,No,Divorced,97k,Yes
2946,No,Single,232k,Yes
2947,Yes,Divorced,51k,No
2948,Yes,Married,90k,No
2949,No,Divorced,246k,No
2950,No,Single,177k,No
2951,No,Single,109k,No
2952,No,Married,154k,No
2953,No,Single,62k,Yes
2954,Yes,Divorced,109k,No
2955,No,Married,144k,No
2956,No,Divorced,175k,Yes
2957,No,Single,159k,No
2958,Yes,Married,225k,No
2959,No,Single,96k,Yes
2960,Yes,Single,222k,No
2961,No,Married,56k,No
2962,Yes,Single,207k,No
2963,Yes,Married,154k,No
2964,No,Single,246k,No
2965,Yes,Single,150k,No
2966,No,Single,225k,No
2967,No,Divorced,249k,Yes
2968,Yes,Married,86k,No
2969,Yes,Single,249k,No
2970,Yes,Single,172k,No
2971,No,Single,165k,Yes
2972,No,Single,134k,No
2973,Yes,Married,77k,No
2974,Yes,Single,92k,No
2975,No,Single,98k,Yes
2976,No,Single,238k,Yes
2977,No,Single,90k,Yes
2978,Yes,Divorced,201k,No
2979,Yes,Married,78k,No
2980,Yes,Married,133k,No
2981,No,Married,225k,Yes
2982,No,Single,242k,No
2983,No,Married,52k,No
2984,Yes,Single,229k,No
2985,Yes,Single,182k,Yes
2986,No,Married,234k,No
2987,No,Divorced,189k,Yes
2988,Yes,Divorced,116k,Yes
2989,No,Married,126k,No
2990,Yes,Single,110k,No
2991,No,Married,188k,No
2992,Yes,Single,172k,No
2993,Yes,Single,101k,No
2994,No,Married,126k,No
2995,No,Married,226k,No
2996,No,Married,160k,Yes
2997,No,Married,82k,No
2998,No,Married,186k,No
2999,No,Married,170k,No
3000,No,Married,71k,No
3001,No,Single,140k,Yes
3002,Yes,Divorced,107k,Yes
3003,Yes,Married,207k,No
3004,No,Married,215k,No
3005,No,Married,185k,No
3006,No,Married,61k,No
3007,Yes,Married,241k,Yes
3008,No,Married,245k,No
3009,Yes,Married,147k,No
3010,No,Married,54k,No
3011,Yes,Single,216k,No
3012,No,Single,65k,No
3013,No,Divorced,63k,Yes
3014,No,Single,59k,No
3015,No,Single,208k,Yes
3016,No,Single,241k,Yes
3017,Yes,Single,242k,No
3018,No,Single,194k,Yes
3019,No,Divorced,184k,Yes
3020,No,Married,154k,Yes
3021,Yes,Single,185k,No
3022,No,Single,64k,Yes
3023,No,Single,147k,Yes
3024,No,Divorced,97k,Yes
3025,No,Married,126k,Yes
3026,No,Single,229k,No
3027,Yes,Married,102k,No
3028,No,Married,245k,Yes
3029,No,Married,193k,Yes
3030,Yes,Married,206k,No
3031,Yes,Single,140k,No
3032,No,Divorced,65k,Yes
3033,No,Married,200k,No
3034,No,Divorced,157k,Yes
3035,No,Single,138k,Yes
3036,Yes,Married,69k,No
3037,No,Single,226k,No
3038,No,Married,80k,No
3039,No,Married,65k,No
3040,No,Single,89k,Yes
3041,Yes,Divorced,240k,No
3042,No,Single,191k,No
3043,No,Single,78k,Yes
3044,Yes,Married,110k,No
3045,Yes,Single,81k,No
3046,No,Divorced,227k,No
3047,Yes,Married,70k,No
3048,No,Single,249k,Yes
3049,No,Married,207k,Yes
3050,No,Married,187k,No
3051,No,Married,213k,No
3052,No,Single,133k,No
3053,No,Single,91k,Yes
3054,Yes,Married,211k,No
3055,Yes,Single,76k,Yes
3056,No,Married,72k,No
3057,No,Married,217k,Yes
3058,No,Single,227k,No
3059,No,Single,212k,Yes
3060,No,Married,141k,No
3061,No,Married,130k,No
3062,No,Single,148k,Yes
3063,No,Married,193k,Yes
3064,No,Single,96k,No
3065,Yes,Single,65k,No
3066,No,Single,156k,No
3067,No,Single,66k,Yes
3068,Yes,Married,71k,No
3069,Yes,Married,217k,Yes
3070,No,Single,196k,No
3071,No,Single,244k,Yes
3072,Yes,Single,61k,Yes
3073,No,Divorced,162k,No
3074,Yes,Married,175k,No
3075,No,Married,168k,Yes
3076,No,Married,190k,No
3077,Yes,Married,108k,No
3078,No,Single,118k,No
3079,No,Divorced,192k,Yes
3080,No,Single,182k,No
3081,No,Married,104k,No
3082,Yes,Married,181k,No
3083,No,Single,92k,Yes
3084,Yes,Married,98k,No
3085,Yes,Married,158k,No
3086,No,Single,187k,Yes
3087,Yes,Single,237k,No
3088,Yes,Single,172k,No
3089,No,Single,169k,No
3090,No,Single,206k,No
3091,No,Married,55k,Yes
3092,No,Single,205k,No
3093,No,Single,146k,No
3094,No,Single,139k,No
3095,No,Divorced,227k,No
3096,No,Single,163k,No
3097,No,Married,246k,No
3098,Yes,Single,92k,Yes
3099,Yes,Divorced,171k,No
3100,No,Married,133k,No
3101,No,Single,64k,Yes
3102,No,Divorced,122k,Yes
3103,No,Married,232k,Yes
3104,No,Married,188k,No
3105,Yes,Divorced,234k,Yes
3106,No,Married,149k,No
3107,Yes,Single,134k,No
3108,Yes,Divorced,140k,No
3109,No,Married,180k,No
3110,No,Single,211k,Yes
3111,Yes,Married,225k,No
3112,Yes,Divorced,185k,No
3113,Yes,Married,218k,No
3114,Yes,Married,83k,Yes
3115,No,Married,78k,No
3116,No,Single,180k,No
3117,No,Married,98k,No
3118,No,Married,182k,Yes
3119,No,Single,242k,No
3120,No,Married,245k,No
3121,No,Divorced,109k,Yes
3122,No,Married,226k,Yes
3123,No,Married,186k,No
3124,No,Married,200k,Yes
3125,No,Single,131k,No
3126,Yes,Divorced,128k,Yes
3127,Yes,Married,59k,No
3128,No,Single,212k,Yes
3129,No,Single,204k,Yes
3130,Yes,Single,235k,No
3131,Yes,Single,115k,Yes
3132,No,Single,81k,Yes
3133,No,Single,223k,Yes
3134,No,Married,65k,No
3135,No,Single,239k,No
3136,No,Single,193k,No
3137,No,Married,164k,No
3138,No,Married,117k,No
3139,No,Single,178k,Yes
3140,Yes,Married,104k,No
3141,No,Married,80k,Yes
3142,No,Married,195k,Yes
3143,No,Single,161k,Yes
3144,Yes,Married,93k,No
3145,No,Divorced,115k,No
3146,No,Single,171k,No
3147,Yes,Single,158k,No
3148,Yes,Divorced,105k,No
3149,No,Married,219k,No
3150,No,Single,76k,Yes
3151,No,Married,98k,No
3152,No,Married,83k,No
3153,Yes,Married,135k,No
3154,Yes,Married,220k,No
3155,No,Single,55k,Yes
3156,No,Married,124k,No
3157,Yes,Married,68k,Yes
3158,No,Single,186k,No
3159,No,Single,89k,No
3160,Yes,Married,135k,Yes
3161,Yes,Married,102k,No
3162,Yes,Divorced,237k,No
3163,No,Married,190k,No
3164,No,Divorced,189k,No
3165,No,Divorced,52k,No
3166,No,Married,64k,Yes
3167,No,Single,74k,No
3168,No,Divorced,200k,No
3169,No,Single,219k,Yes
3170,No,Married,101k,No
3171,Yes,Married,169k,No
3172,No,Divorced,120k,Yes
3173,No,Married,151k,No
3174,No,Single,73k,Yes
3175,No,Single,222k,Yes
3176,No,Married,227k,No
3177,No,Single,204k,Yes
3178,No,Divorced,60k,Yes
3179,No,Married,142k,No
3180,No,Single,153k,Yes
3181,Yes,Single,160k,Yes
3182,No,Divorced,227k,Yes
3183,Yes,Married,169k,No
3184,No,Single,152k,No
3185,No,Single,197k,No
3186,No,Divorced,138k,Yes
3187,No,Divorced,199k,Yes
3188,No,Married,244k,Yes
3189,No,Divorced,247k,Yes
3190,Yes,Divorced,197k,No
3191,No,Single,117k,No
3192,Yes,Single,189k,No
3193,No,Divorced,124k,No
3194,Yes,Divorced,100k,No
3195,No,Married,181k,No
3196,No,Single,184k,No
3197,No,Married,238k,No
3198,Yes,Single,181k,No
3199,No,Single,207k,No
3200,No,Single,73k,Yes
3201,No,Married,241k,Yes
3202,No,Divorced,164k,No
3203,Yes,Married,164k,No
3204,No,Single,214k,No
3205,No,Married,179k,No
3206,Yes,Married,237k,No
3207,No,Married,175k,No
3208,Yes,Married,100k,Yes
3209,Yes,Married,93k,No
3210,No,Single,52k,Yes
3211,Yes,Single,196k,No
3212,No,Single,238k,No
3213,No,Single,216k,Yes
3214,Yes,Divorced,73k,No
3215,No,Single,228k,No
3216,No,Married,226k,No
3217,No,Single,105k,Yes
3218,No,Single,97k,Yes
3219,No,Divorced,172k,Yes
3220,No,Married,229k,No
3221,No,Divorced,209k,Yes
3222,Yes,Divorced,94k,No
3223,No,Married,145k,No
3224,No,Divorced,152k,No
3225,No,Divorced,170k,Yes
3226,Yes,Married,191k,Yes
3227,No,Single,147k,No
3228,No,Single,51k,Yes
3229,No,Married,167k,No
3230,No,Married,191k,No
3231,Yes,Married,66k,Yes
3232,No,Married,89k,No
3233,Yes,Married,194k,No
3234,Yes,Married,207k,No
3235,Yes,Single,240k,No
3236,No,Single,231k,No
3237,Yes,Single,209k,No
3238,No,Single,80k,Yes
3239,Yes,Married,248k,No
3240,Yes,Married,120k,No
3241,No,Married,119k,Yes
3242,No,Divorced,53k,Yes
3243,No,Married,174k,No
3244,No,Married,188k,No
3245,No,Married,223k,Yes
3246,No,Married,116k,No
3247,Yes,Single,80k,No
3248,Yes,Single,90k,No
3249,No,Divorced,150k,No
3250,No,Married,138k,No
3251,No,Single,217k,Yes
3252,No,Married,133k,No
3253,No,Single,83k,Yes
3254,No,Single,196k,No
3255,No,Married,158k,No
3256,No,Single,215k,Yes
3257,No,Single,106k,No
3258,Yes,Married,72k,Yes
3259,No,Divorced,142k,Yes
3260,No,Single,119k,No
3261,No,Married,248k,No
3262,No,Married,238k,No
3263,Yes,Divorced,96k,No
3264,Yes,Divorced,132k,Yes
3265,No,Single,130k,No
3266,No,Single,183k,No
3267,Yes,Married,144k,No
3268,No,Married,234k,Yes
3269,No,Divorced,52k,Yes
3270,No,Single,208k,No
3271,No,Married,134k,No
3272,No,Married,97k,Yes
3273,No,Married,115k,No
3274,No,Single,147k,Yes
3275,No,Single,101k,Yes
3276,No,Single,238k,No
3277,Yes,Single,117k,Yes
3278,Yes,Single,244k,Yes
3279,No,Married,237k,Yes
3280,No,Single,239k,Yes
3281,No,Single,143k,No
3282,No,Divorced,201k,Yes
3283,No,Married,210k,No
3284,Yes,Married,202k,No
3285,No,Single,99k,Yes
3286,No,Divorced,50k,Yes
3287,No,Married,148k,Yes
3288,No,Married,220k,Yes
3289,Yes,Single,111k,No
3290,No,Divorced,126k,No
3291,No,Single,67k,Yes
3292,No,Single,161k,No
3293,Yes,Married,152k,No
3294,No,Divorced,157k,Yes
3295,No,Married,128k,Yes
3296,No,Married,229k,Yes
3297,Yes,Single,83k,Yes
3298,Yes,Single,244k,No
3299,No,Married,188k,Yes
3300,No,Single,98k,Yes
3301,No,Divorced,104k,Yes
3302,No,Married,231k,No
3303,Yes,Married,153k,No
3304,No,Single,105k,No
3305,No,Divorced,234k,Yes
3306,No,Married,72k,No
3307,Yes,Married,148k,No
3308,Yes,Single,221k,No
3309,No,Single,224k,No
3310,No,Married,166k,No
3311,No,Married,236k,No
3312,Yes,Divorced,90k,No
3313,No,Married,233k,No
3314,No,Single,155k,No
3315,No,Single,188k,No
3316,No,Married,67k,No
3317,No,Married,77k,Yes
3318,No,Married,233k,No
3319,No,Single,126k,No
3320,No,Single,186k,Yes
3321,Yes,Married,125k,No
3322,No,Divorced,194k,No
3323,No,Divorced,67k,No
3324,No,Married,79k,No
3325,No,Married,114k,No
3326,No,Married,167k,No
3327,Yes,Single,129k,No
3328,No,Married,124k,No
3329,No,Divorced,82k,No
3330,No,Single,93k,Yes
3331,No,Single,209k,No
3332,No,Married,58k,No
3333,No,Single,236k,No
3334,Yes,Single,237k,Yes
3335,No,Married,223k,Yes
3336,Yes,Single,237k,No
3337,No,Single,144k,No
3338,Yes,Single,74k,No
3339,No,Divorced,127k,No
3340,Yes,Single,128k,No
3341,Yes,Married,140k,No
3342,No,Single,237k,No
3343,No,Single,85k,Yes
3344,No,Divorced,87k,Yes
3345,Yes,Single,202k,No
3346,Yes,Single,184k,No
3347,Yes,Married,146k,No
3348,No,Married,109k,No
3349,No,Single,117k,No
3350,No,Divorced,223k,No
3351,No,Single,140k,No
3352,Yes,Single,125k,Yes
3353,No,Single,215k,No
3354,Yes,Married,175k,No
3355,Yes,Married,179k,No
3356,No,Divorced,89k,Yes
3357,No,Married,195k,No
3358,No,Single,177k,Yes
3359,No,Single,235k,No
3360,No,Married,133k,Yes
3361,No,Divorced,129k,Yes
3362,No,Divorced,99k,Yes
3363,Yes,Single,200k,Yes
3364,No,Single,108k,No
3365,No,Married,112k,Yes
3366,No,Divorced,203k,No
3367,No,Married,133k,Yes
3368,No,Married,111k,Yes
3369,Yes,Married,228k,Yes
3370,Yes,Divorced,152k,No
3371,Yes,Married,234k,No
3372,No,Divorced,134k,No
3373,No,Single,161k,Yes
3374,Yes,Single,111k,Yes
3375,Yes,Married,195k,No
3376,No,Single,63k,Yes
3377,No,Divorced,154k,Yes
3378,No,Married,244k,No
3379,No,Married,108k,Yes
3380,No,Single,127k,No
3381,No,Single,233k,No
3382,No,Single,197k,No
3383,No,Single,141k,Yes
3384,No,Married,152k,No
3385,Yes,Married,214k,No
3386,No,Married,150k,No
3387,No,Divorced,189k,Yes
3388,No,Single,207k,No
3389,No,Single,170k,No
3390,No,Divorced,66k,No
3391,No,Single,122k,Yes
3392,Yes,Married,217k,No
3393,Yes,Single,176k,No
3394,No,Single,160k,Yes
3395,Yes,Divorced,214k,No
3396,No,Married,237k,No
3397,Yes,Single,87k,No
3398,No,Single,141k,No
3399,No,Divorced,144k,Yes
3400,No,Divorced,198k,Yes
3401,No,Married,91k,No
3402,No,Married,170k,No
3403,No,Married,129k,Yes
3404,No,Single,102k,No
3405,No,Married,140k,No
3406,No,Divorced,233k,No
3407,No,Single,131k,No
3408,No,Married,161k,Yes
3409,No,Married,216k,Yes
3410,No,Single,185k,No
3411,No,Single,242k,No
3412,No,Divorced,180k,Yes
3413,No,Divorced,79k,Yes
3414,No,Single,216k,Yes
3415,No,Married,177k,No
3416,No,Married,84k,No
3417,Yes,Single,182k,No
3418,No,Divorced,57k,Yes
3419,No,Married,93k,No
3420,No,Married,240k,No
3421,Yes,Single,105k,No
3422,Yes,Single,61k,No
3423,No,Married,235k,No
3424,No,Married,171k,Yes
3425,No,Single,142k,No
3426,Yes,Single,182k,No
3427,No,Single,217k,Yes
3428,No,Single,112k,Yes
3429,No,Divorced,169k,No
3430,No,Married,133k,No
3431,No,Divorced,174k,Yes
3432,No,Married,155k,No
3433,No,Single,131k,No
3434,No,Married,216k,No
3435,Yes,Married,122k,No
3436,Yes,Divorced,81k,Yes
3437,No,Married,202k,No
3438,No,Single,51k,No
3439,Yes,Divorced,208k,No
3440,No,Married,107k,Yes
3441,Yes,Single,245k,No
3442,No,Single,144k,No
3443,Yes,Single,157k,No
3444,Yes,Single,89k,Yes
3445,No,Single,143k,No
3446,No,Married,64k,No
3447,No,Married,222k,No
