Document_ID,Text
174,slimmer playstation triple sales sony playstation 2s slimmer shape has proved popular with uk gamers with 50000 sold in its first week on sale sales have tripled since launch outstripping microsofts xbox said market analysts charttrack the numbers were also boosted by the release of the ps2only game grand theft auto san andreas the title broke the uk sales record for video games in its first weekend of release latest figures suggest it has sold more than 677000 copies it is obviously very very encouraging for sony because microsoft briefly outsold them last week john houlihan editor of computerandvideogamescom told bbc news and with halo 2 for xbox out next week it really is a headtohead contest between them and xbox although xbox sales over the last week also climbed ps2 sales were more than double that the figures mean sony is reaching the seven million barrier for uk sales of the console edinburghbased developer rockstar which is behind the gta titles has seen san andreas pull in an estimated 24m in gross revenues over the weekend in comparison blockbuster films like harry potter and the prisoner of azkaban took 115m in its first three days at the uk box office the lord of the rings the return of the king took nearly 10m over its opening weekend although games titles are four to five times more expensive than cinema tickets gangsterthemed gta san andreas is the sequel to grand theft auto vice city which previously held the record for the fastestselling video game ever the xbox game halo 2 released on 11 november in the uk is also widely tipped to be one of the bestselling games of the year the original title won universal acclaim in 2001 and sold more than four million copies mr houlihan added that sony had done well with the ps2 but it definitely helped that the release of san andreas coincided with the slimline ps2 hitting the shelves the runup to christmas is a huge battlefield for games consoles and titles microsofts xbox had been winning the race up until last week in sales the sales figures also suggest that it may be a largely adult audience driving demand since gta san andreas has an 18 certificate sony and microsoft have both reduced console prices recently and are preparing the way for the launches of their next generation consoles in 2005 both have hit crucial price points at around 100 and that really does open up new consoles to new audience plus the release of two really important games in terms of development are also driving those sales said mr houlihan
175,net regulation still possible the blurring of boundaries between tv and the internet raises questions of regulation watchdog ofcom has said content on tv and the internet is set to move closer this year as tvquality video online becomes a norm at a debate in westminster the net industry considered the options lord currie chairman of superregulator ofcom told the panel that protecting audiences would always have to be a primary concern for the watchdog despite having no remit for the regulation of net content disquiet has increased among internet service providers as speeches made by ofcom in recent months hinted that regulation might be an option at the debate organised by the internet service providers association ispa lord currie did not rule out the possibility of regulation the challenge will arise when boundaries between tv and the internet truly blur and then there is a balance to be struck between protecting consumers and allowing them to assess the risks themselves he said adopting the rules that currently exist to regulate tv content or selfregulation which is currently the practice of the net industry will be up for discussion some studies suggest that as many as eight million households in the uk could have adopted broadband by the end of 2005 and the technology opens the door to tv content delivered over the net more and more internet service providers and media companies are streaming video content on the web bt has already set up an entertainment division to create and distribute content that could come from sources such as bskyb itv and the bbc head of the division andrew burke spoke about the possibility of creating content for all platforms how risque can i be in this new age with celebrity chefs serving up more expletives than hot dinners surely i can push it to the limit he said in fact he said if content has been requested by consumers and they have gone to lengths to download it then maybe it should be entirely regulation free internet service providers have long claimed no responsibility for the content they carry on their servers since the law commission dubbed them mere conduits back in 2002 this defence does not apply if they have actual knowledge of illegal content and have failed to remove it the level of responsibility they have has been tested in several highprofile legal cases richard ayers portal director at tiscali said there was little point trying to regulate the internet because it would be impossible huge changes are afoot in 2005 he predicted as companies such as the bbc offer tv content over the net the bbcs planned interactive media player which will give surfers the chance to download programmes such as eastenders and top gear will make net tv mainstream and raise a whole new set of questions he said one of these will be about the vast sums of money involved in maintaining the network to supply such a huge quantity of data and could herald a new digital licence fee said mr ayers as inappropriate net content most obviously pornography viewed by children continues to dominate the headlines internet regulation remains a political issue said mp richard allan liberal democrat spokesman on it mr allan thinks that the answer could lie somewhere between the cries of impossible to regulate and just apply offline laws online in fact instead of seeing regulation brought online the future could bring an end to regulation as we know it for all tv content after lord currie departed the panel agreed that this could be a reality and that for the internet people power is likely to reign if content is ondemand consumers have pulled it up rather than had pushed to them then it is the consumers choice to watch it there is no watershed on the net said mr burke
176,video phone help for deaf people deaf people who prefer to communicate using british sign language bsl could soon be having their phone conversations relayed using webcams or videophones and an interpreter the video relay service is being piloted by the royal national institute for deaf people rnid but the organisation says unless the service is provided at the same rate as voice calls it will be beyond most peoples pockets the rnid is urging telecoms regulator ofcom to reduce the cost of the service from the current 700 per minute and make it the same as ordinary phone calls the service works by putting a deaf person in visual contact with a bsl interpreter via a webcam or video phone and the interpreter then relays the deaf persons conversation using a telephone and translates the other persons response into sign language for many deaf people especially those born deaf bsl is a first and preferred means of communication until now the only alternative has been to use textphones which means having to type a message and have it relayed via an operator in the past ive used textphones but they have problems said robert currington who is taking part in the pilot i communicate in bsl my written english is not very good and it takes me longer to think in english and type my message i sometimes find it difficult to understand the reply the rnid says the uk is lagging behind other countries which are already making relay services available at the cost of an ordinary phone call there are no technical or economic reasons for not providing equivalent access to services for deaf people said rnid technology director guido gybels in the us and australia sign language relay services have already been made universally available at the same cost as a voice call by failing to provide and fund the video relay service for sign language users the telecommunications sector is effectively discriminating against an already disenfranchised group ofcom says it has plans to review the services that telecoms companies are obliged to provide early next year and new technology including the video relay service will be discussed with interested parties in the near future but a spokesman said its powers were limited by legislation any proposals to extend existing arrangements to cover new services would be for government to consider he said mr currington like many of the uks 70000 bsl users will be hoping that a way can be found to make a costeffective service available the relay service makes phone conversations a pleasure he said i can show my emotions more easily in bsl in the same way hearing people express emotions through voice calls
177,concerns over windows atms cash machine networks could soon be more susceptible to computer viruses a security firm has warned the warning is being issued because many banks are starting to use the windows operating system in machines already there have been four incidents in which windows viruses have disrupted networks of cash machines running the microsoft operating system but banking experts say the danger is being overplayed and that the risks of infection and disruption are small for many years the venerable ibm operating system known as os2 has been the staple software used to power many of the 14m cash machines in operation around the world but ibm will end support for os2 in 2006 which is forcing banks to look for alternatives there are also other pressures making banks turn to windows said dominic hirsch managing director of financial analysis firm retail banking research he said many cash machines will also have to be upgraded to make full use of the new europay mastercard and visa credit cards that use computer chips instead of magnetic stripes to store data us laws that demand disabled people get equal access to information will also force banks to make their cash machines more versatile and able to present information in different ways todd thiemann spokesman for antivirus firm trend micro said the move to windows in cash machines was not without risks mr thiemann said research by the towergroup showed that 70 of new cash machines being installed were windows based already he said there have been four incidents in which cash machines have been unavailable for hours due to viruses affecting the network of the bank that owns them in january 2003 the slammer worm knocked out 13000 cash machines of the bank of america and many of those operated by the canadian imperial bank of commerce in august of the same year cash machines of two unnamed banks were put out of action for hours following an infection by the welchia worm incidents like this happen said mr thiemann because when banks start using windows cash machines they also change the networking technology used to link the devices to their back office computers this often means that all the cash machines and computers in a bank share the same data network this could mean that cash machines get caught up in the viruses that are going around because they have a common transmission system he said banks need to consider protection as part of the investment to maintain the security of that network mr thiemann told bbc news online but mr hirsch from retail banking research said the number of cash machines actually at risk was low because so few were upgraded every year currently he said a cash machine has a lifetime of up to 10 years which means that only about 10 of all atms get swapped for a newer model every year windows cash machines have been around for several years he said most banks simply upgrade as part of their usual replacement cycle in theory there is a bigger threat with windows than os2 he said but i do not think that the banks are hugely concerned at the moment its pretty unusual to hear about virus problems with atms he said the many different security systems builtin to cash machines meant there was no chance that a virus could cause them to start spitting out cash spontaneously he said banks were more likely to be worried about internal networks being overwhelmed by worms and viruses and customers not being able to get cash out at all he added a spokesman for the association of payment and clearing services apacs which represents the uks payments industry said the risk from viruses was minimal theres no concern that theres going to be any type of virus hitting the uk networks he said risks of infection were small because the data networks that connect uk cash machines together and the operators of the atms themselves were a much smaller and tightlyknit community than in the us where viruses have struck
178,cabs collect mountain of mobiles gadgets are cheaper smaller and more common than ever but that just means we are more likely to lose them in london alone over the past six months more than 63000 mobile phones have been left in the back of black cabs according to a survey that works out at about three phones per cab over the same period almost 5000 laptops and 5800 pdas such as palms and pocket pcs were left in licensed cabs even the great and good are not immune to losing their beloved gadgets jemima khan reportedly left her ipod phone and purse in a cab and asked for them to be returned to her friend who turned out to be hugh grant as the popularity of portable gadgets has grown and we trust more of our lives to them we seem to be forgetting them in ever larger numbers the numbers of lost laptops has leapt by 71 in the last three years this has left londoners or those travelling by cab in the capital as the worlds best at losing laptops according to the research by the licensed taxi drivers association and pointsec a mobiledata backup firm more than twice as many laptops were left in the back of black cabs in london as in any of the nine other cities helsinki oslo munich paris stockholm copenhagen chicago and sydney where the research into lost and found gadgets was carried out by contrast danes were most adept at losing mobile phones being seven times more likely to leave it behind in a cab than travellers in germans norwegians and swedes top of the range phones can carry enormous amounts of data enough to hold hundreds of pictures or thousands of contact details given that few people back up the data on their pc it is a fair bet that even fewer do so with the phone they carry around you could be losing a fair chunk of your life in the back of that cab not least because many people collect numbers on their phone that they do not have anywhere else equally phones let you navigate through contacts by name so many people have completely forgotten their friends numbers and could not reconstruct them if they had to this growing habit of losing gadgets explains the rise of firms such as retrofone which lets people buy a cheap oldfashioned phone to replace the tiny shiny expensive one they have just lost britons growing love of phones has also led to the creation of the mobile equipment national database that lets you register the unique id number of your phone so it can be returned to you in the event of it being lost or stolen according to statistics 50 of all muggings and snatch theft offences involve mobiles millions of gadgets are now logged in the database and organisations such as transport for london regularly consult it when trying to reunite folk with their phones and other gadgets for the drivers finding a mobile in the back of their cab is one of the more pleasant things many have found the survey of what else has been left behind included a harp a dog a hamster and a baby
179,mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend britains first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise in the 20 years since that day mobile phones have become an integral part of modern life and now almost 90 of britons own a handset mobiles have become so popular that many people use their handset as their only phone and rarely use a landline the first ever call over a portable phone was made in 1973 in new york but it took 10 years for the first commercial mobile service to be launched the uk was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked the first call was made from st katherines dock to vodafones head office in newbury which at the time was over a curry house for the first nine days of 1985 vodafone was the only firm with a mobile network in the uk then on 10 january cellnet now o2 launched its service mike caudwell spokesman for vodafone said that when phones were launched they were the size of a briefcase cost about 2000 and had a battery life of little more than 20 minutes despite that they were hugely popular in the mid80s he said they became a yuppy musthave and a status symbol among young wealthy business folk this was also despite the fact that the phones used analogue radio signals to communicate which made them very easy to eavesdrop on he said it took vodafone almost nine years to rack up its first million customers but only 18 months to get the second million its very easy to forget that in 1983 when we put the bid document in we were forecasting that the total market would be two million people he said cellnet was forecasting half that now vodafone has 14m customers in the uk alone cellnet and vodafone were the only mobile phone operators in the uk until 1993 when one2one now tmobile was launched orange had its uk launch in 1994 both newcomers operated digital mobile networks and now all operators use this technology the analogue spectrum for the old phones has been retired called global system for mobiles gsm this is now the most widely used phone technology on the planet and is used to help more than 12 billion people make calls mr caudwell said the advent of digital technology also helped to introduce all those things such as text messaging and roaming that have made mobiles so popular
180,when technology gets personal in 2020 whipping out your mobile phone to make a call will be quaintly pass233 by then phones will be printed directly on to wrists or other parts of the body says ian pearson bts resident futurologist its all part of whats known as a pervasive ambient world where chips are everywhere mr pearson does not have a crystal ball his job is to formulate ideas based on what science and technology are doing now to guide industries into the future inanimate objects will start to interact with us we will be surrounded on streets in homes in appliances on our bodies and possibly in our heads by things that think forget local area networks these will be body area networks ideas about just how smart small or even invisible technology will get are always floating around images of devices clumsily bolted on to heads or wrists have pervaded thinking about future technology but now a new vision is surfacing where smart fabrics and textiles will be exploited to enhance functionality form or aesthetics such materials are already starting to change how gadgets and electronics are used and designed so mp3 players the mass gadget of the moment will disappear and instead become integrated into ones clothing says mr pearson so the gadgets that fill up your handbag when we integrate those into fabric we can actually get rid of all that stuff you wont necessarily see the electronics wearable technology could exploit body heat to charge it up while video tattoos or intelligent electronic contact lenses might function as tv screens for those on the move however this future of highly personal devices where technology is worn or even fuses with the body itself raises ethical questions if technology is going to be increasingly part of clothing jewellery and skin there needs to be some serious thinking about what it means for us as humans says baroness susan greenfield at a recent conference for technology engineering academic and fashion industry experts at the royal society in london neuroscientist baroness greenfield cautioned we cant just sleepwalk into the future yet this technology is already upon us researchers have developed computers and sensors worn in clothing mp3 jackets based on the idea that electrically conductive fabric can connect to keyboard sewn into sleeves have already appeared in shops these smart fabrics have come about through advances in nano and microengineering the ability to manipulate and exploit materials at micro or molecular scale at the nanoscale materials can be tuned to display unusual properties that can be exploited to build faster lighter stronger and more efficient devices and systems the textile and clothing industry has been one of the first to exploit nanotechnology in quite straightforward ways many developments are appearing in real products in the fields of medicine defence healthcare sports and communications professional swimming suits reduce drag by incorporating tiny structures similar to shark skin nanoscale titanium dioxide tio2 coatings give fabrics antibacterial and antiodour properties these have special properties which can be activated in contact with the air or uv light such coatings have already been used to stop socks smelling for instance to turn airline seats into super stainresistant surfaces and applied to windows so they clean themselves dressings for wounds can now incorporate nanoparticles with biocidal properties and smart patches are being developed to deliver drugs through the skin but baroness greenfield is concerned about how far this more personal contact with technology might affect our very being if our clothing skin and personal body networks do the talking and the monitoring everywhere we go we have to think about what that means for our concept of privacy mr pearson picks up the theme pointing out there are a lot of issues humans have to iron out before we become cyborgian his main concern is privacy we are looking at electronics which are really in deep contact with your body and a lot of that information you really dont want every passerby to know so we have to make sure we build security in this if you are wearing smart makeup where electronics are controlling the appearance you dont want people hacking in and writing messages on your forehead as technology infiltrates our biology how will our brains function differently we cannot arrogantly assume that the human brain will not change with this warns baroness greenfield there have already been successful experiments to grow human nerve cells on circuit boards this paves the way for brain implants to help paralysed people interface directly with computers clearly the organic carbon of our bodies and silicon is increasingly merging the cyborg a very familiar parthuman partinorganic science fiction and academic idea is on its way
181,britons fed up with net service a survey conducted by pc pro magazine has revealed that many britons are unhappy with their internet service they are fed up with slow speeds high prices and the level of customer service they receive 17 of readers have switched suppliers and a further 16 are considering changing in the near future it is particularly bad news for bt the uks biggest internet supplier with almost three times as many people trying to leave as joining a third of the 2000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks tim danton editor of pc pro magazine we expect these figures to leap in 2005 every month the prices drop and more and more people are trying to switch he said the survey found that bt and tiscali have been actively dissuading customers from leaving by offering them a lower price when they phone up to cancel their subscription some readers were offered a price drop just 25p more expensive than that offered by an alternative operator making it hardly worth while swapping other found themselves tied into 12month contracts broadband has become hugely competitive and providers are desperate to hold on to customers 12 of those surveyed found themselves unable to swap at all we discovered a huge variety of problems but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier said tim danton editor of pc pro this breaks the code of practice but because that code is voluntary theres nothing we or ofcom can do to help he said there is a vast choice of internet service providers in the uk now and an often bewildering array of broadband packages with prices set to drop even further in coming months mr danton advises everyone to shop around carefully if you just stick with your current connection then theres every chance youre being ripped off he warned
182,antitremor mouse stops pc shakes a special adaptor that helps people with hand tremors control a computer mouse more easily has been developed the device uses similar steady cam technology found in camcorders to filter out shaking hand movements people with hand tremors find it hard to use conventional mice for simple computer tasks because of the erratic movements of the cursor on the screen about three million britons have some sort of hand tremor condition said the uk national tremor foundation using a computer mouse is well known for being extremely hard for people with tremors so were delighted to hear that a technology has been developed to address this problem said karen walsh from the uk national tremor foundation most commonly associated with tremors is parkinsons disease but they can also be caused by other conditions like essential tremor et tremors more often affect older people but can hit all ages et for example is genetic and can afflict people throughout their lives the assistive mouse adapter ama is the brainchild of ibm researcher jim levine who developed the prototype after seeing his uncle who has parkinsons disease struggle with mouse control i knew that there must be way to improve the situation for him and the millions of other tremor sufferers around the world including the elderly the number of elderly computer users will increase as the population ages and at the same time the need for computer access grows he said computer users plug the device into a pc and it can be adjusted depending on how severe the tremor is it is also able to recognise multiple clicking on a mouse button caused by shaky digits ibm said it would partner up with a small ukbased electronics firm montrose secam to produce the devices which will cost about 70 james cosgrave one of the companys directors said it would make a big difference to those with tremors im a pilot and my tremor condition has not limited my ability to fly a plane he said but using a pc has proven almost impossible simply because everything revolves around using the mouse to accurately manipulate the tiny cursor on the screen he said a prototype of the gadget had transformed his life the device could help open up computing to millions more people who have found shaking to be a barrier last year the office for national statistics reported that for the first time more than half of all households in britain had a home computer with prices getting cheaper to get online too computer ownership is increasing but although 62 of british people have tried the internet only 15 of britons aged 65 or over have been online more than six million uk households now have a broadband net by the middle of 2005 it is estimated that 50 of all uk net users will be on broadband there are still millions using the net through dialup connections too
183,mobile music challenges ipod age nokia and microsoft have agreed a deal to work on delivery of music to handsets while sony ericsson has unveiled its phone walkman and motorola is working on an itunes phone can mobile phones replace the mp3 player in your pocket the music download market has been growing steadily since record firms embraced digital distribution ease of use relative low price and increased access to broadband has helped drive the phenomenal growth of mp3 players fulllength music downloads on mobile phones have not taken off so quickly held back by technical challenges as well as issues over music availability but the mobile music industry is confident that the days of dedicated mp3 players are numbered gilles babinet chief executive of mobile music firm musiwave said music downloads on mobiles have the potential to be the biggestever medium for music musiwave provides downloading infrastructure for the mobile phone market and mr babinet said the industry was enjoying definite momentum but there are hurdles to overcome mobile phones offer limited storage for music certainly nothing to rival apples 60gb ipod but the first mobile phones with hard disk players will be on the market soon and the current generation of mobiles using flash technology can store up to one gigabyte of music enough for 250 songs we are working in the hard disk area and we will be bringing out exciting devices jonas guest vice president for entertainment at nokia told the bbc news website but will mobiles become mere storage devices one of the problems we could have is that mobiles are used just for storage and playback while pcs are used for downloading said mr babinet we dont want people to cast aside their pcs we want mobile users to hook up into the existing ecosystems explained mr guest you must enable people to transfer music from a pc to a handset and vice versa one of the key elements of the nokia and microsoft deal is the agreed ability to transfer songs between a handset and a pc microsoft will adopt open standards allowing music to cross boundaries for the first time songs can be downloaded on pc or mobile and transferred between the platforms the line between online and wireless is going to blur predicted ted cohen senior vice president of digital development and distribution at emi he said the market is more regional in its maturity in asia it is beyond belief the majority of our digital revenues in asia comes from mobiles in north america it is fixed line while there is equilibrium in europe emi currently offers its entire 200000 download catalogue for use by both by pcs and mobile phones mr cohen said its going to be just as important to connect through 3g or wireless as it is through your pc we want music to be a continuum the seamless experience of mobiles and pc downloads is approaching he predicted mr babinet said the mobile phone had a number of advantages over pcs which would see it become the focus for music downloading in the future getting music from your pc onto a device is not an easy experience you have to switch the pc on load the operating system load the program buy the music download the music and then transfer the music all of these steps can be done in one step on a mobile phone he said the mobile phones billing system would make it easier for teenagers to embrace downloads because prepaid cards were already accepted by the age group certainly we have a problem with battery memory and bandwidth but its not about the current status its about the potential you will have all of your music on your mobile all three men said that the social interaction of mobile music would drive the market mr cohen said i can send you the song and it is either billed to me or i send it to you and if you listen to it and want to keep it is billed to you its a social phenomenon mr babinet said today you use radio and tv to discover music tomorrow you will discover and consume music via one device the mobile
184,security warning over fbi virus the us federal bureau of investigation is warning that a computer virus is being spread via emails that purport to be from the fbi the emails show that they have come from an fbigov address and tell recipients that they have accessed illegal websites the messages warn that their internet use has been monitored by the fbis internet fraud complaint center an attachment in the email contains the virus the fbi said the message asks recipients to click on the attachment and answer some questions about their internet use but rather than being a questionnaire the attachment contains a virus that infects the recipients computer according to the agency it is not clear what the virus does once it has infected a computer users are warned never to open attachment from unsolicited emails or from people they do not know recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited emails to the public in this manner the fbi said in a statement the bureau is investigating the phoney emails the agency earlier this month shut down fbigov accounts used to communicate with the public because of a security breach a spokeswoman said the two incidents appear to be unrelated
185,local net tv takes off in austria an austrian village is testing technology that could represent the future of television the people of engerwitzdorf are filming editing and producing their own regional news channel the channel covers local politics sports events and anything that residents want to film and are prepared to upload for others to watch on pcs the pilot has been so successful that telekom austria is now considering setting up other projects elsewhere its growing unbelievably fast said rudolf fischer head of telekom austrias fixed line division the trial of buntes fernsehen multicoloured tv was started in late 2004 and creates a netbased tv station run by the 8000 residents of engerwitzdorf the hardware and software to turn video footage into edited programmes has been provided by telekom austria but this equipment following training has been turned over to the villagers any video programme created by the villagers is uploaded to a buntes fernsehen portal that lets people browse and download what they want to watch most people watch the tv on their home pc and a broadband connection is needed to get broadcast quality programmes in the first four months of the project villagers have created 60 films and put together regular reports on local news items they have adopted it very quickly said mr fischer they like the possibility to create their own content and see whats going on in the area its kind of the democratisation of local tv he said because none of the bigger broadcasters would ever do anything like this for that region the buntes fernsehen project has been such a success that telekom austria is now considering setting up other schemes in similarly rural areas mr fischer said it was taking the rollout to other areas slowly because of the work involved in setting up the scheme getting backers from local government and educating people how to make programmes the engerwitzdorf scheme is an outgrowth of telekom austrias online tv channel aon which lets people watch programmes on their pc aon streams a couple of live channels plus sports news and music programmes on to the net and has a payfordownload section that lets people watch what they want when they want to watch it in october a larger tvondemand project is due to launch in vienna that will let people download many programmes from the net
186,apple attacked over sources row civil liberties group the electronic frontier foundation eff has joined a legal fight between three us online journalists and apple apple wants the reporters to reveal 20 sources used for stories which leaked information about forthcoming products including the mac mini the eff representing the reporters has asked californias superior court to stop apple pursuing the sources it argues that the journalists are protected by the american constitution the eff says the case threatens the basic freedoms of the press apple is particularly keen to find the source for information about an unreleased product codenamed asteroid and has asked the journalists email providers to hand over communications relevant to that rather than confronting the issue of reporters privilege headon apple is going to the journalists isps for his emails said eff lawyer kurt opsahl this undermines a fundamental first amendment right that protects all reporters if the court lets apple get away with this and exposes the confidences gained by these reporters potential confidential sources will be deterred from providing information to the media and the public will lose a vital outlet for independent news analysis and commentary he said the case began in december 2004 when apple asked a local californian court to get the journalists to reveal their sources for articles published on websites appleinsidercom and powerpageorg apple also sent requested information from the nfoxcom the internet service provider of powerpages publisher jason ogrady as well as looking at how far corporations can go in preventing information from being published the case will also examine whether online journalists have the same privileges and protections as those writing for newspapers and magazines the eff has gained some powerful allies in its legal battle with apple including professor tom goldstein former dean of the journalism school at the university of california and dan gillmor a wellknown silicon valley journalist apple was not immediately available for comment
187,moving mobile improves golf swing a mobile phone that recognises and responds to movements has been launched in japan the motionsensitive phone officially titled the v603sh was developed by sharp and launched by vodafones japanese division devised mainly for mobile gaming users can also access other phone functions using a preset pattern of arm movements the phone will allow golf fans to improve their swing via a golfing game those who prefer shootemups will be able to use the phone like a gun to shoot the zombies in the mobile version of segas house of the dead the phone comes with a tiny motioncontrol sensor a computer chip that responds to movement other features include a display screen that allows users to watch tv and can rotate 180 degrees it also doubles up as an electronic musical instrument users have to select a sound from a menu that includes clapping tambourine and maracas and shake their phone to create a beat it is being recommended for the karaoke market the phone will initially be available in japan only and is due to go on sale in midfebruary the new gadget could make for interesting peoplewatching among japanese commuters who are able to access their mobiles on the subway fishing afficiandos in south korea are already using a phone that allows them to simulate the movement of a rod the phs6500 phone dubbed a sportsleisure gadget was developed by korean phone giant pantech and can also be used by runners to measure calorie consumption and distance run
188,new consoles promise big problems making games for future consoles will require more graphic artists and more money an industry conference has been told sony microsoft and nintendo will debut their new consoles at the annual e3 games expo in los angeles in may these socalled next generation machines will be faster than current consoles and capable of displaying much higherquality visuals for gamers this should make for better more immersive games in a prerecorded video slot during microsofts keynote address at the game developers conference held last week in san francisco famed director james cameron revealed he is making a game in tandem with his next film believed to be battle angel alita the games visual quality would be like a lucid dream said mr cameron but numerous speakers warned that creating such graphics will require more artists and so next generation console games will be much more expensive to develop the first new console microsofts xbox 2 is not expected to reach the shops until the end of 2005 games typically take at least 18 months to create however so developers are grappling with the hardware today according to robert walsh head of brisbanebased game developer krome studios next generation games will cost between 1025m to make with teams averaging 80 staff in size taking two years to complete a title such sums mean it will be difficult for anyone to start a new game studio said mr walsh if youre a startup i doubt that a publisher is going to walk in and give you a cheque for 10m however good you are he said mr walsh suggested that new studios should make games for mobile phones and handheld consoles like the sony psp and the nintendo ds since they are cheaper and easier to create than console games one developer bucking the trend towards big art teams is will wright the creator of the bestselling the sims games the founder of californias maxis studio surprised the conference with a world exclusive preview of his next game spore spore will allow players to experiment with the evolution of digital creatures starting with an amoebasized organism the player will guide the physical development of their creature by selecting how its limbs jaws and other body parts evolve eventually the creature will become capable of establishing cities trading and fighting and even building space ships advanced players will visit the home planets of creatures created by other spore players these worlds will be automatically swapped across the internet mr wright said that enabling players to devise and share their creatures would make them care more about the game i dont want to put the player in the role of luke skywalker or frodo baggins i want them to be george lucas or dr seuss explained mr wright few games have hinted at the scope of spore but mr wright explained that he has nevertheless kept his development team small by hiring expert programmers instead of employing lots of artists to create 3d models of the digital creatures spore generates and displays the creatures according to rules devised by the programmers the thing i am coming away with from the conference is that next generation content is going to be really expensive and creating it will drive the smaller players out of the market said mr wright id like to offer an alternative to that new development tools will be another important aid in making next generation games and dozens of companies demonstrated their latest products at the conference oxfordbased natural motion launched endorphin v20 which enables artists to direct a 3d virtual actor the actor is realistically modelled according to the laws of physics endorphin simulates how the actor falls down stairs for instance or crumples up after a gunshot artists can blend together these visual sequences and include the results in their games the process is much quicker than having an artist animate each movement by hand and so lessens the need for larger art teams another british company aiming to reduce the workload of artists is manchester startup genemation its latest tool gencrowd enables artists to create unique photorealistic human faces for games involving lots of people gencrowd works by blending together elements of an inbuilt supply of stock faces of differing ages and ethnicities the software can create up to 2000 new heads an hour one area not yet dominated by graphical blockbusters is mobile phone games even the latest phones are not as powerful as the consoles of a decade ago so smaller teams of half a dozen people can still create complete games for the devices the game developers conference included a special twoday summit dedicated to creating mobile games a niche attraction for a few dozen conference attendees when it began five years ago gdcs mobile summit this year drew several hundred delegates mobile games are a fastgrowing sector because newer phones have better graphics and sound and are thus more suitable for playing games furthermore the adoption of mobile phones continues to spread across the world its predicted that by 2006 two billion people will own a mobile phone the growing importance of mobile gaming was reflected by a keynote given by john batter general manager at ea mobile ea mobile is a division of electronic arts the biggest games publisher until recently electronic arts had been dismissive of games for phones the last time you checked ea wasnt in this business mr batter admitted but he said ea now planned on dominating the market by releasing mobile versions of its most popular franchises ea plans to release up to 20 mobile games over the next 12 months the first will be a version of its need for speed racing game created by ea mobiles 30person development team mr batter predicted that by 2006 mobile phones would be capable of running games of comparable quality to those on sonys upcoming psp handheld console owain bennallack is the editor of develop magazine
